T, time, status
2.555,1.517,0
2.942,1.205,1
2.521,1.452,0
2.785,1.216,1
2.467,2.197,1
2.857,1.429,0
2.480,4.956,-2
2.278,1.057,1
2.570,1.368,1
1.819,1.252,0
2.884,5.401,-2
2.678,1.054,1
2.140,1.285,1
2.668,2.995,0
2.784,6.033,-2
2.499,1.754,1
2.562,1.339,1
2.900,0.991,0
2.697,1.890,1
2.261,1.196,1
2.556,0.955,0
2.849,7.592,-2
2.890,1.340,1
2.727,6.398,-2
2.554,3.385,0
2.887,1.629,1
2.316,1.472,1
2.949,1.172,1
2.740,5.283,-2
1.879,1.524,1
2.387,1.022,1
2.918,3.644,-2
2.696,20.145,-3
2.559,3.701,-2
2.349,5.761,-2
2.992,15.455,-2
2.198,1.332,1
2.826,1.219,1
2.385,1.222,0
2.734,1.326,1
2.904,1.680,1
2.141,1.992,1
2.880,11.895,-2
1.928,1.478,0
2.521,1.402,1
2.653,1.364,1
2.670,1.479,1
2.313,1.319,0
2.546,1.249,1
2.358,3.969,-4
3.006,1.363,1
1.627,5.759,-2
2.587,8.310,-2
2.672,3.126,1
2.785,10.173,-2
2.668,1.409,1
1.734,2.071,1
2.646,0.975,0
2.846,1.347,1
2.961,4.521,-2
2.973,8.906,-2
2.648,1.384,1
1.945,4.592,1
2.957,11.811,-2
1.461,3.817,1
1.981,1.145,1
1.565,1.216,1
2.421,2.464,-4
3.001,1.104,0
2.201,2.010,1
1.474,1.429,0
2.001,6.865,-4
2.416,1.014,0
1.857,3.011,0
2.431,6.952,-2
2.528,8.402,-2
2.902,1.084,0
2.469,4.209,-2
2.328,1.265,0
2.907,1.068,0
2.976,6.492,-2
2.528,15.335,-2
2.532,10.848,-2
2.526,1.140,0
2.554,1.631,1
2.707,1.441,1
2.266,2.015,1
2.697,0.818,0
2.872,1.194,1
2.766,1.895,1
2.310,1.161,1
2.180,1.972,1
2.496,1.016,0
2.054,1.198,1
2.790,1.927,1
2.916,1.538,1
2.376,1.322,0
2.369,1.540,1
2.136,1.498,1
2.345,1.130,0
2.239,1.263,1
1.836,1.427,0
2.763,1.640,1
2.763,20.387,-2
2.621,1.230,0
2.649,8.381,-2
2.793,1.234,1
2.456,1.505,1
2.356,1.724,1
2.339,1.305,0
2.212,1.798,1
2.364,1.661,1
2.353,7.446,-2
2.223,1.655,0
2.363,1.689,0
2.726,8.733,-2
2.445,7.791,-2
1.334,1.427,0
2.205,3.579,-4
2.797,1.267,0
2.003,1.955,1
2.157,0.967,1
2.255,1.178,1
2.446,1.012,0
2.563,1.576,1
2.194,3.294,-2
2.489,0.922,1
2.798,1.265,1
1.641,1.495,1
2.045,1.500,1
2.843,1.199,1
2.647,1.276,1
2.505,4.146,-2
1.677,5.363,1
2.342,1.076,0
2.294,1.234,1
2.400,1.183,1
2.902,1.249,1
2.464,1.161,0
2.658,1.216,1
2.770,5.972,-2
2.798,1.438,1
2.514,3.983,-2
2.782,1.367,1
2.289,1.802,1
2.681,14.220,-4
2.266,0.983,0
3.035,9.590,-2
1.711,1.548,1
2.353,1.153,1
2.198,3.780,0
1.711,1.615,0
2.694,1.136,1
2.909,7.235,-2
2.469,1.151,1
2.710,1.495,1
1.924,1.742,0
2.215,1.051,0
2.120,5.312,-2
2.374,1.875,1
2.239,1.500,1
2.210,0.952,1
2.374,1.093,1
1.923,1.204,1
2.525,1.472,1
2.876,25.036,-3
2.308,1.184,1
2.340,7.291,-2
2.373,3.204,1
2.151,1.472,1
2.520,0.959,1
1.237,5.798,-2
2.191,1.066,0
1.898,1.630,1
2.507,4.926,0
2.956,2.197,0
2.934,7.907,-4
2.731,1.300,1
2.007,1.154,1
2.718,1.921,1
