T, time, time_on_pso, time_on_solver, status
1.775,0.106,0.075,0.031,0
2.498,0.182,0.075,0.107,-5
2.862,0.105,0.075,0.030,0
2.697,0.108,0.075,0.033,0
2.005,0.104,0.075,0.029,0
2.363,0.104,0.074,0.030,0
1.607,0.209,0.075,0.134,0
1.804,0.104,0.074,0.030,0
2.125,0.110,0.075,0.035,0
2.918,0.105,0.075,0.030,0
2.371,0.098,0.075,0.023,0
2.348,0.138,0.075,0.063,0
2.401,0.104,0.075,0.029,0
2.761,0.207,0.075,0.132,-5
2.511,0.091,0.074,0.017,0
2.518,0.098,0.075,0.023,0
2.198,0.095,0.075,0.020,0
2.374,0.101,0.075,0.026,0
2.132,0.095,0.074,0.021,0
2.664,0.104,0.075,0.029,0
2.843,0.115,0.075,0.040,0
2.729,0.095,0.075,0.020,0
2.747,0.101,0.075,0.026,0
2.185,0.100,0.075,0.025,0
2.538,0.108,0.075,0.033,0
2.076,0.104,0.075,0.029,0
2.292,0.099,0.075,0.024,0
2.750,0.213,0.075,0.138,-5
2.621,0.105,0.075,0.030,0
2.291,0.101,0.075,0.026,0
2.783,0.109,0.075,0.034,0
2.842,0.221,0.075,0.146,-5
2.677,0.107,0.075,0.032,0
2.641,0.133,0.075,0.058,-5
1.758,0.100,0.075,0.025,0
2.483,0.098,0.075,0.023,0
2.763,0.206,0.075,0.131,-5
2.630,0.099,0.075,0.024,0
2.824,0.105,0.074,0.031,0
2.737,0.104,0.075,0.029,0
2.440,0.097,0.075,0.022,0
2.676,0.398,0.075,0.323,-5
1.500,0.102,0.074,0.028,0
2.290,0.101,0.075,0.026,0
2.750,0.096,0.075,0.021,0
2.107,0.094,0.074,0.020,0
2.095,0.105,0.075,0.030,0
2.762,0.105,0.075,0.030,0
2.257,0.092,0.075,0.017,0
2.874,0.149,0.075,0.074,-5
1.566,0.108,0.078,0.030,0
2.701,0.118,0.075,0.043,0
2.263,0.097,0.074,0.023,0
1.300,0.100,0.074,0.026,0
2.001,0.102,0.075,0.027,0
2.941,0.756,0.075,0.681,-5
2.794,0.105,0.074,0.031,0
2.290,0.116,0.076,0.040,0
2.133,0.105,0.075,0.030,0
3.142,0.105,0.075,0.030,0
2.562,0.108,0.075,0.033,0
2.718,0.104,0.075,0.029,0
2.549,0.160,0.075,0.085,0
2.568,0.105,0.075,0.030,0
2.306,0.102,0.075,0.027,0
2.373,0.099,0.075,0.024,0
2.868,0.101,0.075,0.026,0
0.887,0.105,0.075,0.030,0
2.865,0.181,0.075,0.106,-5
2.317,0.146,0.075,0.071,0
2.850,0.597,0.075,0.522,-5
2.767,0.101,0.075,0.026,0
2.634,0.101,0.075,0.026,0
2.609,0.263,0.075,0.188,-5
2.042,0.100,0.075,0.025,0
2.606,0.139,0.077,0.062,-5
2.913,0.504,0.076,0.428,-5
3.048,0.112,0.075,0.037,0
2.389,0.100,0.075,0.025,0
2.361,0.176,0.075,0.101,0
2.859,0.277,0.075,0.202,-5
2.726,0.110,0.075,0.035,0
2.480,0.097,0.075,0.022,0
2.835,0.223,0.075,0.148,0
1.479,0.104,0.075,0.029,0
2.624,0.103,0.074,0.029,0
2.219,0.095,0.074,0.021,0
2.743,0.100,0.075,0.025,0
2.478,0.108,0.076,0.032,0
2.569,0.186,0.074,0.112,-5
2.671,0.226,0.075,0.151,-5
2.292,0.102,0.075,0.027,0
2.236,0.198,0.075,0.123,-5
1.862,0.103,0.075,0.028,0
2.836,0.108,0.075,0.033,0
2.711,0.102,0.075,0.027,0
1.908,0.090,0.074,0.016,0
2.164,0.264,0.074,0.190,0
2.587,0.098,0.075,0.023,0
2.279,0.101,0.075,0.026,0
2.188,0.208,0.075,0.133,0
2.534,0.105,0.075,0.030,0
2.066,0.102,0.074,0.028,0
