T, time, status
2.406,1.635,0
2.799,14.994,-2
2.101,1.373,1
2.899,9.845,-2
2.406,1.264,1
2.930,8.618,-2
1.954,2.479,1
2.443,1.442,0
2.773,2.198,1
2.283,2.403,0
2.412,2.801,1
1.688,1.753,1
2.846,11.750,-2
2.647,0.978,0
2.185,1.009,1
2.905,1.274,0
1.831,1.305,1
2.855,1.476,0
2.304,1.334,1
2.370,3.466,-2
1.991,1.426,1
1.946,1.396,1
2.665,0.916,1
2.886,8.222,1
2.524,1.822,0
1.932,1.482,0
2.493,7.031,-4
2.280,1.262,1
2.364,4.296,-4
2.990,6.066,-2
2.100,1.361,0
1.859,0.971,0
2.590,9.150,1
2.727,1.211,0
2.152,1.469,1
2.661,9.606,-2
2.625,1.172,1
2.856,5.783,-2
2.026,1.407,1
2.261,1.843,1
2.590,6.385,-4
2.827,1.375,1
2.952,1.468,1
2.597,6.367,-2
1.824,1.455,0
2.498,4.108,-2
1.905,1.788,1
2.510,1.934,1
2.634,1.627,0
1.686,1.424,0
1.944,1.660,0
1.721,1.418,0
2.656,5.058,-2
2.660,0.978,0
2.903,1.129,1
2.388,1.319,1
2.388,0.997,1
1.890,1.347,0
2.968,1.126,1
2.898,3.607,0
2.893,0.981,1
1.846,1.344,0
2.904,8.168,-2
2.215,5.275,-2
1.687,3.954,1
1.864,2.206,1
2.821,1.200,1
1.976,1.266,0
2.399,1.614,1
2.650,2.267,1
2.389,0.989,1
2.703,17.409,-2
2.543,1.556,1
2.377,1.196,1
2.242,3.137,1
2.285,0.941,0
2.940,1.240,1
2.692,1.180,0
2.763,1.448,1
2.793,1.263,1
2.234,1.359,1
3.029,1.122,0
2.614,1.749,1
2.943,1.771,1
2.623,1.323,0
2.375,1.117,1
2.391,1.157,0
2.291,1.123,1
2.470,4.786,1
1.968,1.821,1
2.536,0.965,0
2.707,1.226,0
2.762,1.520,1
2.532,4.012,-2
2.359,1.474,1
2.758,1.137,1
2.335,1.446,1
2.325,1.381,1
2.122,1.127,0
3.059,2.326,1
2.586,5.576,-2
2.624,1.115,1
2.842,7.571,-2
2.288,1.492,1
2.293,1.028,1
2.947,1.141,1
2.956,1.702,1
2.752,4.606,-2
2.749,1.316,1
2.273,1.658,1
2.511,5.352,-2
2.759,1.823,1
2.693,1.387,1
2.730,7.367,-2
2.356,5.517,0
2.300,1.405,0
2.028,2.611,-4
2.736,11.194,-2
2.336,1.347,1
2.150,1.503,0
2.857,1.952,1
1.504,2.947,1
2.607,2.013,1
2.446,3.479,0
2.044,1.428,1
2.190,1.519,1
2.369,1.015,0
2.679,1.176,1
2.113,1.177,1
2.188,3.050,1
2.659,20.415,-4
2.450,3.406,-2
2.544,7.171,-4
2.044,1.287,0
2.232,0.911,0
2.573,2.707,1
2.615,1.020,0
2.286,1.362,0
2.824,3.507,-2
2.715,1.012,0
2.484,1.833,1
2.422,1.158,0
2.954,1.805,0
2.866,1.326,1
2.468,1.341,1
2.163,1.393,0
2.480,1.102,1
2.961,6.990,-2
2.430,5.927,-2
2.376,1.437,1
2.082,10.866,-4
2.677,7.245,-2
2.616,1.174,1
2.921,4.976,-2
1.972,1.131,0
2.291,1.614,1
2.319,0.941,1
2.919,1.564,1
2.120,1.394,1
1.931,1.930,1
2.364,4.051,-4
2.744,1.203,1
2.657,1.928,1
2.488,1.064,1
2.365,0.898,0
1.855,2.738,1
2.683,1.304,1
2.777,1.442,0
2.560,1.287,1
2.551,1.557,1
2.562,1.799,1
2.642,5.699,-2
