T, time, status
3.805,0.475,-5
2.770,0.120,0
3.099,0.155,0
3.101,0.084,0
3.949,0.807,-5
2.540,0.304,0
3.170,0.069,0
3.645,0.808,-5
3.721,0.737,-5
4.105,0.693,-5
4.422,0.548,-5
3.505,0.109,0
2.563,0.719,-5
3.532,0.879,-5
3.211,0.079,0
3.331,0.734,-5
3.231,0.782,-5
3.365,0.071,0
2.934,0.076,0
3.669,0.139,-5
2.757,0.086,0
3.511,0.617,-5
2.398,0.058,0
3.620,0.170,0
4.209,0.591,-5
2.881,0.077,0
3.494,0.091,0
3.517,0.774,-5
3.650,0.766,-5
3.621,0.629,-5
3.253,0.122,0
2.661,0.083,0
2.783,0.064,0
3.752,0.609,-5
3.825,0.427,0
3.006,0.093,0
2.667,0.102,0
3.283,0.111,0
3.156,0.522,-5
2.453,0.075,0
3.162,0.600,-5
3.309,0.875,-5
3.321,0.329,0
3.267,0.969,-5
3.447,0.511,-5
3.501,0.646,-5
3.598,0.089,-5
2.801,0.610,-5
3.357,0.772,-5
3.281,0.695,-5
3.986,0.804,-5
3.491,0.655,-5
3.615,0.093,0
4.047,0.728,-5
2.981,0.105,0
3.126,0.177,-5
3.174,0.381,0
3.508,0.081,0
3.307,0.091,-5
4.209,0.860,-5
3.101,0.081,0
1.166,0.074,0
2.973,0.713,-5
3.247,0.603,-5
3.554,0.086,0
3.500,0.088,0
3.026,0.209,0
4.026,0.117,0
3.452,0.074,0
3.148,0.082,0
3.068,0.792,-5
3.512,0.075,0
3.715,0.681,-5
2.970,0.098,-5
3.456,0.756,-5
3.255,0.149,0
3.773,0.646,-5
3.943,0.764,-5
3.262,0.094,-5
2.637,0.071,0
3.799,0.782,-5
3.881,0.742,-5
4.006,0.878,-5
3.383,0.668,-5
3.333,0.611,-5
3.606,0.703,-5
3.982,0.732,-5
3.944,0.872,-5
3.408,0.081,0
3.654,0.807,-5
4.030,0.837,-5
4.256,0.678,-5
3.135,0.681,-5
4.509,0.121,0
3.704,0.069,0
